ticker,freq_per_bar,psd
AMD,0.1875,0.00016104549808021646
AMD,0.19140625,0.00013905957308562716
AMD,0.1953125,0.00016282693705844834
AMD,0.19921875,0.0002080045086324523
AMD,0.203125,0.00025807866269667213
AMD,0.20703125,0.0002178718126169003
AMD,0.2109375,0.0002115896902500636
AMD,0.21484375,0.00016600165136844915
AMD,0.21875,0.00018686766631242265
AMD,0.22265625,0.00014784547029882174
AMD,0.2265625,0.00016590693058583382
AMD,0.23046875,0.00019659804408168118
AMD,0.234375,0.00014416179422952936
AMD,0.23828125,0.00011165562920154337
AMD,0.2421875,0.00016333293215506868
AMD,0.24609375,0.00017496707491783587
AMD,0.25,0.00020526508607526754
AMD,0.25390625,0.00016962593194056193
AMD,0.2578125,0.0001379342090228145
AMD,0.26171875,0.00020514766190454724
AMD,0.265625,0.00021028213480572477
AMD,0.26953125,0.0001797344895644445
AMD,0.2734375,0.00018378935154539735
AMD,0.27734375,0.0002544590545929246
AMD,0.28125,0.0005473219648805997
AMD,0.28515625,0.0016367390472242312
AMD,0.2890625,0.0008956191093470561
AMD,0.29296875,0.00023162569850445114
AMD,0.296875,0.0002123888434788147
AMD,0.30078125,0.00021845402608592604
AMD,0.3046875,0.00018103761254477344
AMD,0.30859375,0.00018535781800381056
AMD,0.3125,0.0001929358297040509
AMD,0.31640625,0.00020038122305972576
AMD,0.3203125,0.00020437078660171123
AMD,0.32421875,0.00014115615458547618
AMD,0.328125,0.00015908054338628635
AMD,0.33203125,0.00011672081759919697
AMD,0.3359375,8.965132308308708e-05
AMD,0.33984375,0.00014635570425402947
AMD,0.34375,0.0001804012835922321
AMD,0.34765625,0.00014851737492560315
AMD,0.3515625,0.000169161120924875
AMD,0.35546875,0.00014924029068151567
AMD,0.359375,9.007610739253381e-05
AMD,0.36328125,0.00013436209707489878
AMD,0.3671875,0.00016758285843092993
AMD,0.37109375,0.0001617920071734276
AMD,0.375,0.00014411759711143604
AMD,0.37890625,9.88374043247632e-05
AMD,0.3828125,8.226589685217358e-05
AMD,0.38671875,0.00012438333044504813
AMD,0.390625,0.00010050615958804539
AMD,0.39453125,0.00017110740877416576
AMD,0.3984375,0.0001585160968179071
